	win	date	time	titles	reviews
214	2020-08-26	2020-08-26	04:12:00	학주는 내년에 ㅃㅇㅃㅇ 	원래는 방출대상 이었으나 감독이 학주를 믿고 1번더기회를 줬음에도 불구하고 타율이 2할 2푼으로 머물러기에 내년에 트레이드 확률이 매우 높다 제발 트레이드 해라좀 왜이리 고집이 쎄냐 차라리 학주보단 성규로 위주로 해열심히 키워서 박병호보다 잘하는 홈런타자가 되길 응원합니다 근데 학주는 좀.. 아니다 빠른공 대응하는 능력부족 배트스피드느림 유인구에 많이 속음 컨택이 심함 
215	2020-08-26	2020-08-26	04:07:00	예상 이성규 통산 	350홈런에 타율 2할 3푼 찍을듯 공갈포 스타일 
216	2020-08-26	2020-08-26	04:05:00	성규가 살아나길 	홈런을 잘치는 타자인데... 변화구 대처법에 대한 부적으로 타율이 2할1리로 머물러 있다 과연 미래에 4번타자가될수 있을까? 
217	2020-08-26	2020-08-26	00:49:00	유강남이 구자욱을 가지고 놀아요 	 변화구 뚝뚝 떨어뜨리다 속구 빵   구자욱 약점을  유강남이 너무 잘알아서 그런거죠 유강남이 원하는데로 던지면 구자욱 안타 못쳐요  
218	2020-08-26	2020-08-26	00:43:00	팔카 홈런에 이겼다 	 이제  에이스 한명 더  모셔오면  왕조시대 연다 타자도 한명더 잡아야 겠네요 오재일 누가 좋을까   2차지명에 타자 싹다 잡아 누가 튈지 모르니까요  
219	2020-08-26	2020-08-26	00:25:00	오늘 30 잘한것 	박계범 교체... 
220	2020-08-26	2020-08-26	00:22:00	내년에는 외노자 타자를 2명 씁시다. 	 30홈런을 칠 수 있는 코너 외야수와 1루수를 영입하면 아주 강력한 타선이 될 것 같습니다.  어차피 투수를 뽑아봐야 1달에 6번 밖에 등판을 못 하지만 타자는 1달 내내 나올 수 있잖아요.  이제는 3명 선발에 3명 출전으로 규정도 바뀌었으니 심각하게 고려를 해봐야 한다고 봅니다.  1선발은 뷰캐넌이 맡아주고 최채흥, 원태인의 성장을 기대해야죠.  
221	2020-08-26	2020-08-26	00:21:00	구자욱 넌 정신차려야 한다. 	그래 야구하다가 실수할 수 있어 그러나 너는 요즘 투수와 팀에 민폐를 끼치는 플레이를 한다. 스스로 반성도 필요하지만 구자욱 핑계를 대고 싶다면 2군에서 정신무장부터 다시 고쳐야할거 같다. 
222	2020-08-25	2020-08-25	23:20:00	베스트 타선라인업	1번 박해민 (중견수), 2번 김상수 (2루수), 3번 팔카(1루수), 4번 이원석(3루수),5번 구자욱 (좌익수),6번 강민호(포수),7번 김동엽(지명),8번 김지찬(유격수),9번 김헌곤(우익수) 
223	2020-08-25	2020-08-25	22:53:00	내일 타순이다	상수.해민.자욱.팔카.원석.민호.그타음 타순은 니맘대로해라가능성있는곳으로몰빵해라분산시켜놓음 곳곳이 구멍만크진다 
224	2020-08-25	2020-08-25	22:44:00	자욱아	라이온즈곁을 떠나간그사람 이름은자욱~자욱~자욱이였ㅇ니요그사람어깨엔유리가있어~ 공을잡을수없었죠~~자욱아~~자욱아~~내가 내가미워한 ~자욱아~~ 
225	2020-08-25	2020-08-25	21:54:00	라이블리는 바꾸자!	라이블리 믿고 계약했는데 작년만도 못한 플레이를 하는데 국내 선수들도 조정해야할 선수들 많지만 라이블리는 정말 아니다. 
226	2020-08-25	2020-08-25	21:41:00	오승환 힘든 세이브 고생했다만 멸치들은 적이다	팀에 암적인 존재다수비도 힘이 없어 땅볼 송구내땅 치는 주제 초구 공격수비, 공격 적에게만 이로운 존재 오늘 본는 바와 같이 거포등빨포가 아니었다면 또 한점우짜다가 두자리수 멸치안타 나와도 곳곳에 왕멸치 포진해서 빅찬스때 무득힘들지만 거포 가능성 애들에게만 기회줘서 키워라아니면 150대 고졸 또 픽해서 영원히멸치야구 실컫 하던가 
227	2020-08-25	2020-08-25	21:36:00	홈런은 분위기 까지 잡을수 있다 1타 2피다	동점에서홈런쳐준 팔카김동엽 이성규 팔카한테 밥사주고 선구안 배워라 중심타자 팔카 김동엽 이성규 되어줘야 내년 강한팀된다 삼성 오늘 홈런의 의미 점수 뿐만 아니라 분위기 까지 잡아 온다 거포 만들어서 강팀 삼성 되자 
228	2020-08-25	2020-08-25	21:34:00	오승환 11세이브 늦게 합류하고도 대단합니다	그나마 오승환이라도 있었기에 이정도다 
229	2020-08-25	2020-08-25	21:26:00	구자욱	너는 용서가 안된다팀이 이겨도 넌용서가안된다 
230	2020-08-25	2020-08-25	21:25:00	팔카빼고 죄다 멸치 어찌하오리까	감독도 코치도 모두 멸치 
231	2020-08-25	2020-08-25	21:24:00	참 어렵게 이겼다.. 그래도 8위지만 엘쥐에게 이긴게 어디냐..	운이 좋았다.. 팔카와 김상수가 오니 팀이 조금은 3점라이온즈에서 벗어나는듯 싶다.. 파이팅. 내일도 잡자. 
232	2020-08-25	2020-08-25	21:21:00	강타자 앞에 볼넷 주는 놈들 뭐냐?	그것도 두번씩이나 
233	2020-08-25	2020-08-25	21:15:00	김경기	점마는 해설하는게 너무편파적이다...삼성에 불만많은가?왜케 재섭게 해설하지? 
234	2020-08-25	2020-08-25	21:14:00	무안타, 삼진 2개, 만세 만세 수비 = 구자욱	기본을 지키자프로답게 하자 
235	2020-08-25	2020-08-25	21:13:00	구자욱	게 씨부레 생키야~결정적일때 3볼에서 그냥 참고 볼넷얻어서 찬스를 이어나갈 생각을 해야지~ 이기적인 생키야~그리고 9회 그 수비는 머냐???? 좀 한다한다니깐 가지가지한다.영양가없는 타격... 
236	2020-08-25	2020-08-25	21:11:00	구자욱 수비가 게임을 넘겨 주는구나..	허감독 수비 보강을 왜 안하지.. 구자욱 수비 뻔한데 
237	2020-08-25	2020-08-25	21:08:00	오승환 4번 김현수 만나면 게임 진다..	그전에끝내야만됨.. 3번 채은성까지 마무리 최소한.. 
238	2020-08-25	2020-08-25	21:06:00	이원석 구멍	팔카 1루쓰고 지명은 이성곤.김동엽써라 
239	2020-08-25	2020-08-25	20:55:00	삼성은 3루가 구멍 김재현 박계범 너무하다	방망이가 잘맞냐? 수비를 질하냐? 
240	2020-08-25	2020-08-25	20:54:00	오승환만 남았네	오늘 불펜 이승현 빼고 호투오승환이 제발 잘 막고 내일도 막아서막장 멸치타선의 대부,원흉 중1리 야구판에서 영원히 조내라올해 계약 마지막해단다 
241	2020-08-25	2020-08-25	20:54:00	라이블리.. 소녀.	덩치는 곰같은게.. 소녀감성이냐..? 조금만 위기오면 얼굴 벌개져서 계속 볼질하다 결정타나 얻어 쳐맞고..살다살다 용병이란게..저렇게 소심한놈은 처음보네..삼성 프론트도 한심하지... 저런놈이랑 재계약한거보면.. 
242	2020-08-25	2020-08-25	20:49:00	땅지찬 니가 거포가 초구 공격 몇번째고	기껏해야 내땅 코스 안타, 외야 빌빌 타구로 텍사스성 안타만 가능한 넘이 감히 김하성처럼 초구 타격이냐정수빈이 형 좀 닮아라 
243	2020-08-25	2020-08-25	20:48:00	타격이 플랑크톤 수준이면	공 갯수라도 늘려라. 초구 번트처럼 쳐서 아웃이 뭐냐 지찬아. 
244	2020-08-25	2020-08-25	20:48:00	예향의 도시 대구	 확실히 TK는 예의를 잘지키는 고장인걸  느낄수 있네    삼성은 어차피 가을야구 가망 없으니  전임감독이 이끄는 팀이라도  가을야구 하도록  김상수, 구자욱 대충대충 방망이 휘두르는것 보면     
245	2020-08-25	2020-08-25	20:47:00	삼영이	박계범 실수하길 기다렸다건수 잡았다 잔멸치 였음 교체 안했겠지 
246	2020-08-25	2020-08-25	20:46:00	동엽이 니가왜그기서나와	제가왜나와 삼영아ㅆㅂ 
247	2020-08-25	2020-08-25	20:45:00	박계범이 잘하는게 뭐냐?	타격?수비?작전수행?뭐하나 잘하는게 없는데?혹시 영3이 양 아 들 
248	2020-08-25	2020-08-25	20:42:00	오늘은 학주동엽 성규성곤안나오니좀낫네 계범이도빼라	아직 이긴다고장담못한다 
249	2020-08-25	2020-08-25	20:41:00	박계범 동네 야구하나 ?	넉넉하게 아웃시킬줄 알았던 김현수 땅볼을투스텝 밟고 땅볼 송구라..참 어이가 없네요..정말 잘하는게 없는 선수네요.. 
250	2020-08-25	2020-08-25	20:41:00	전에도 말했지만 박계범이	야구하기 싫으면 딴일 알아봐라 
251	2020-08-25	2020-08-25	20:41:00	계범<<<<성규	 성규가 헛스윙 많고 삼진 많아도 조금만 더 기용해 주면 훨 낫다. 김하성 급으로 성장할 넘이다...................................................................................................  
252	2020-08-25	2020-08-25	20:38:00	장필준 뭐지 포기가	이해가 안가네8회 오승환 2이닝 맡겨라 
253	2020-08-25	2020-08-25	20:38:00	지금 라이온즈	지고있는거죠? 아놔골 때 리네 
254	2020-08-25	2020-08-25	20:38:00	그낭 올시즌은 실험용시즌인듯?	장필준ㅎㅎ 이번이닝 잘막아도 다음ㅇ닝까지 끌고갈듯ㅋ 
255	2020-08-25	2020-08-25	20:37:00	가뭄에 단비	이제 허감독은 포기하고 팔카보는 재미로 야구 보아야겠다. 그런데 필준이 나왔네 정말 허감독 지 정신이 아닌 것 같다. 
256	2020-08-25	2020-08-25	20:37:00	1점차에 장필패는 불안한데	역전패 되는 것이 아닌가 불안하네요장필준은 필승조 아니다 
257	2020-08-25	2020-08-25	20:37:00	이기고있는데	투수기용하는꼬라지봐라 
258	2020-08-25	2020-08-25	20:36:00	앗! 또 필패	 우짜꼬..........................................................................................................................................................................................................................  
259	2020-08-25	2020-08-25	20:35:00	ㅅㅂ 30 또 경기 던지나	여기서 장필패올린다고?미치겠네ㅅㅂ개30 
260	2020-08-25	2020-08-25	20:32:00	팔카 삐졌다	그런장난은 좀친해진다음 해라안타도못치는인간들아 
261	2020-08-25	2020-08-25	20:31:00	팔카 보면 용병은 타자 2명 답이다	이넘의 멸치들은 땅볼 못쳐서 죽은 조상 있나투수는 볼넷, 멸치는 내땅성적 낼 수 가 있나 
262	2020-08-25	2020-08-25	20:29:00	팔카만세	시원시원해서좋다 
263	2020-08-25	2020-08-25	20:29:00	팀이.	더이상 안좋질게없을만큼내려온거같은대..더나빠질게 이젠없다..최악임싹 갈아엎고 다시 시작하지않음안된다..선수미련갖지마라..과감히 팀플못하면 트레이드하던방출하던 정리하고 재건해라예외는 없다. 
264	2020-08-25	2020-08-25	20:28:00	팔카 만세	드디어 삼성도 확실한 홈런 타자가 들어왔다.선구안도 좋다 ㅎㅎ 
265	2020-08-25	2020-08-25	20:24:00	엘지 왜 도루하나.	가만 있으면 볼넷 아니면 안타 나올건데. 
266	2020-08-25	2020-08-25	20:22:00	완전히 고장난 허파고. PC도 정기적으로 교체 필요	Data기반의 감독이라고 보기 힘든 팀 운영! 
267	2020-08-25	2020-08-25	20:22:00	권오준 나올까.	오늘도 권오준 타임 오나? 그러면 팬들 또 속 뒤집어지겠네. 
268	2020-08-25	2020-08-25	20:19:00	야 허삼영	동점에제구도안되는이승현? 와 진짜 니하는짓거리엔욕밖에안나와 
269	2020-08-25	2020-08-25	20:18:00	삼성야구팬	구단 이름 바꾸시요. 한마디로 창피해서 못보겠소. 경기란 당연히 질수도 있지만 이건 너무하지 않습니까! 
270	2020-08-25	2020-08-25	20:16:00	이승현 스트라잌 못 던짐	가만히 있으면 승리 
271	2020-08-25	2020-08-25	20:16:00	수도없이 타순은 바꿔도 이승현은 맨날 불펜 1번등판이네	ㅋㅋㅋㅋ이기든 지든 동점이든 선발내리면 무조건 이승현ㅋㅋ 
272	2020-08-25	2020-08-25	20:16:00	제구안되는	라이온즈 투수들 ㅉ 
273	2020-08-25	2020-08-25	20:15:00	켈리가 라이블리보다 한수위 삼성 프런트도 문제	5년 동안 투수 농사 망친 삼성프런트 키움보고 배워라 그전에도 성공한 적은 벌로 없지만 보는 눈이 너무 꽝이다 삼성은 감독도 문제 코치도 문제 타력도 문제 전반적인 난국이다 투자 없이는 내년 꼴지는 이미 예약 
274	2020-08-25	2020-08-25	20:14:00	삼성팬들의 가슴에 대못 박는 구푼이	 어째 이렇게 하향세냐?? 타울이 첫 해부터 지금까지 매해 하락이지 한 해라도 올라가본 경우가 없노 ㅉㅉ................................................................................  
275	2020-08-25	2020-08-25	20:13:00	구자욱 팀을 위한 게임을 해라	뒤타자팔카 있는데..쓰리볼에서 볼에 마구 휘들르고 스트에는 루킹이냐 ?팀을 위한 야구를 해라 
276	2020-08-25	2020-08-25	20:13:00	감독 및 스태프들 여기 게시판볼까요?	생각있음 한번씩 보겠죠?악플어쩌고 안볼라나 
277	2020-08-25	2020-08-25	20:13:00	구자욱	볼 세개 다음에 높은 볼 두개 스윙하고 가만히 서서 삼진 당하고 그 다음 팔카면 출루할 생각을 해야지 저런 것이 프로라고 
278	2020-08-25	2020-08-25	20:13:00	엘쥐는 김현수 혼자 점수 다낸다.	생각하면서 야구해라. 다른타자들은 다 허 접이다. 김현수 볼넷 주면 이긴다.. 
279	2020-08-25	2020-08-25	20:12:00	비나이다	허삼영이 제발내년엔 라이온즈에없길 
280	2020-08-25	2020-08-25	20:11:00	오늘도 변함없는 공격은 간단하게 수비는 지루하게	보는 팬들도 환장하고 
281	2020-08-25	2020-08-25	20:10:00	5분공격30분수비	지는패턴 나왓쥬? 
282	2020-08-25	2020-08-25	20:10:00	역시 삼성이네.	초반 반짝. 중후반에는 빌빌.이게 삼성의 현주소.매번 이런식이 무한반복.도대체 뭐가 잘못됐나? 이해불가 
283	2020-08-25	2020-08-25	20:10:00	멸치들 주제 초구,2구 공격	육상대회 나왔나죄다 삐삐마른 땅꼬마들이 내땅치고 쪼츰바리 ㅈ 나게 하네 하나같이 두산야구처럼 끈질긴 승부 펼치는인간 없네 
284	2020-08-25	2020-08-25	20:08:00	라이블리 투수에 관해서...	 예전에 사회인 야구도 좀 하고... 프로야구를 아끼는 팬으로서... 라이블리 투수에 대해서 몇마디 올리고 싶네요... 정현욱 코치님, 감독님이 더 잘 아시겠지만...  안타까워서... 투수 키가 193인데... 공 투구점이 너무 낮은듯.... 아님 150km대로 던지던가... 예전부터 하고싶은 말인데... 투구점이 낮을려면 선동열처럼 낮던가... 니퍼트처럼 좀 높은데서 던지면 더 효과가 있지 싶은데... 젊었을때 습관이 되어서 바꾸는게 어려운가요? 벤덴헐크도 투구점 높이 조절해서 성공한것 같은데... 나도 칠것 같은 느낌... 그냥 별 매력포인트가 안 보임... 그냥 밋밋한 투수라.. (저런 투수는 한국에도 많음) 굳이 몇억씩 들여서 계속 쓸필요가 있는가 싶긴 합니다... 주제넘은 말 몇글자 적어봤습니다...   
285	2020-08-25	2020-08-25	20:08:00	4회까지63개던져놓고 5회끝나니106개...	진짜 기복도 이리 심할수가없다 하위타선인데 그놈의 볼볼볼 좀 베짱잇게 가던가 참으로 답답하다 
286	2020-08-25	2020-08-25	20:06:00	5회 끝나면서 라이블리 욕하네 자기자신에게	ㅂ ㅅ 머리가 안돌아가. 엘쥐 최고타자 김현수와 상대하는 돌머리3타수 3안타 맞으면서그냥 김현수 나오면 볼넷보내라.. 돌들아.. 
287	2020-08-25	2020-08-25	20:06:00	삼성은거포가없노	대형타자영입좀해라돈모지라면보테주께 
288	2020-08-25	2020-08-25	20:06:00	중1리한테 역전패 선물	멸치타선이야 전혀 기대가 안들고불펜 언넘이 초구 볼, 볼넷 후 쾅 역전우규민,최지광,오승환중 누구일까 
289	2020-08-25	2020-08-25	20:04:00	이제 점수 더 못낸다.	그리고 불펜 마구 점수 줄거고. 오늘도 이렇게 끝남. 
290	2020-08-25	2020-08-25	20:04:00	라이블리	인성그닥ㅉ실력 그닥 
291	2020-08-25	2020-08-25	20:03:00	3점겨우낸건데 풉	여기서역전이면 진거지 풉 
292	2020-08-25	2020-08-25	20:02:00	바까라	오늘또졋네 삼영이교체타이밍 또노치네 
293	2020-08-25	2020-08-25	20:02:00	라이블리 돌머리 병시 ㄴ	그만 집에 가라.외인투수 놈이볼넷 남발하다5이닝도 책임 못지는 ㅅㄲ. 
294	2020-08-25	2020-08-25	20:02:00	라이블리는 왜 만루 만들어줘서 김현수를 상대할까	컨디션 제일 안좋은 채은성을 볼냇 보내고 최고의타자 김현수를 상대하다가 안타 2타점 어이가 없다.. 김현수는 밀어내기볼냇 주더라도 다음타자와 승부 해야지어이없는라이블리.. 감독은 바꾸지도 않어요. 투아웃이니 역전 되면 바꾸게ㅛ죠 
295	2020-08-25	2020-08-25	20:02:00	역전되면바꾸겠지	돌 아 이 삼영 
296	2020-08-25	2020-08-25	20:01:00	삼진 7개잡으면 머하냐 사사구 4개에..	5회도못막고 투구수 100넘기는데에휴 저런걸 용병선발이라고... 
297	2020-08-25	2020-08-25	20:01:00	미국넘이나 국산넘이나 볼 못던져서 죽은 조상있나	엘쥐넘들 과거와는 달리 두산처럼 눈야구 끈질긴 승부 잘하네 
298	2020-08-25	2020-08-25	20:01:00	진짜 싫은 패턴이다 볼넷볼넷안타	... 뭐가 문제인거냐 삼성투수들은 왜 맨날같은패턴인지 이해가안된다 
299	2020-08-25	2020-08-25	20:00:00	역시구나..볼넷볼넷안타..	뒤에 김현수면 어떻게든 채은성잡는게최선아니냐 답답한 놈들아 
